iter	Logloss
335	0.3884633584
336	0.3884351923
337	0.3884050317
338	0.3881985688
339	0.3881727335
340	0.388132087
341	0.3881054007
342	0.3880753827
343	0.3880470439
344	0.3880107833
345	0.3879815327
346	0.387869311
347	0.3878520863
348	0.3878185007
349	0.3877918706
350	0.3877643981
351	0.3877417788
352	0.3877107534
353	0.3876795494
354	0.3876563641
355	0.387632535
356	0.3876106873
357	0.3875854214
358	0.3875539616
359	0.38748888
360	0.3874385242
361	0.3874057577
362	0.3873809286
363	0.3873377735
364	0.387311998
365	0.3872837461
366	0.3872441512
367	0.3872148456
368	0.3871839845
369	0.3871485365
370	0.3871138281
371	0.3870854456
372	0.3870580338
373	0.3869919502
374	0.3869637369
375	0.3869307152
376	0.3869059761
377	0.3868726128
378	0.3868452886
379	0.3868200628
380	0.3867885123
381	0.3867516808
382	0.3867226837
383	0.3866889878
384	0.3866474762
385	0.3866226819
386	0.3865765285
387	0.3865427994
388	0.3864729825
389	0.3864358059
390	0.3864116982
391	0.38619878
392	0.3861648088
393	0.3861358613
394	0.3861027911
395	0.3860587243
396	0.3860281633
397	0.3859951846
398	0.3859679268
399	0.3859298336
400	0.3858934348
401	0.3858494966
402	0.3858151781
403	0.3857786489
404	0.3857428115
405	0.3857110412
406	0.3856735584
407	0.3856456907
408	0.3856162692
409	0.3855737618
410	0.3855384439
411	0.3855013503
412	0.3854716268
413	0.3854373081
414	0.3853921996
415	0.3853641631
416	0.3853262917
417	0.3852898018
418	0.3852457795
419	0.3851994977
420	0.385164354
421	0.3851274761
422	0.3850870037
423	0.3850438464
424	0.3849989557
425	0.3849603924
426	0.384923735
427	0.3848822203
428	0.3848383266
429	0.3847969893
430	0.3847499322
431	0.3847032615
432	0.3846597139
433	0.3846142603
434	0.3845750003
435	0.3844453271
436	0.3844029472
437	0.3843564951
438	0.3843219145
439	0.3842778029
440	0.3842366385
441	0.3841914021
442	0.3841465532
443	0.3841043903
444	0.3840537784
445	0.3840146511
446	0.3839804617
447	0.3839320622
448	0.3838836577
449	0.383832571
450	0.3837834739
451	0.3837370229
452	0.383693431
453	0.3836403926
454	0.3835932905
455	0.3835360486
456	0.3834850905
457	0.3834440998
458	0.3833968669
459	0.3833494196
460	0.3832985907
461	0.3832484995
462	0.3831955482
463	0.3831436785
464	0.3830911174
465	0.3830512517
466	0.3830021134
467	0.3829514159
468	0.3828992431
469	0.3828525328
470	0.3828059084
471	0.382753389
472	0.3827059843
473	0.3826553736
474	0.382603591
475	0.3825542373
476	0.3825057899
477	0.3824535326
478	0.3824033547
479	0.3823514423
480	0.3823021301
481	0.3822530799
482	0.3822039826
483	0.3821331339
484	0.3820870289
485	0.3820356367
486	0.381981992
487	0.3819314649
488	0.381881028
489	0.3818269062
490	0.3817796312
491	0.3817250756
492	0.3816752861
493	0.381624241
494	0.3815757978
495	0.3815231473
496	0.3814696772
497	0.3814179819
498	0.3813655935
499	0.3813151956
500	0.3812685729
501	0.3812196062
502	0.3811688212
503	0.3811154365
504	0.3810660383
505	0.3810153815
506	0.3809644656
507	0.3809149394
508	0.3808645427
509	0.3808149713
510	0.3807638379
511	0.3807159566
512	0.380666602
513	0.3806176807
514	0.3805675432
515	0.3805174499
516	0.3804687906
517	0.3804200409
518	0.3803724198
519	0.3803280887
520	0.3802778239
521	0.3802288576
522	0.3801722243
523	0.3801110363
524	0.3800649725
525	0.3800187383
526	0.3799712038
527	0.3799231475
528	0.3798720563
529	0.3798249533
530	0.3797781122
531	0.3797311393
532	0.3796833015
533	0.3796354619
534	0.37958953
535	0.3795447258
536	0.3794989645
537	0.3794526001
538	0.3794067991
539	0.3793609096
540	0.3793148035
541	0.379268134
542	0.379222073
543	0.3791769193
544	0.3791308999
545	0.379085879
546	0.3790409429
547	0.3789950987
548	0.3789506374
549	0.3789053999
550	0.3788604224
551	0.3788175232
552	0.3787728462
553	0.3787292103
554	0.3786843628
555	0.3786399882
556	0.3785953574
557	0.3785512879
558	0.3785070905
559	0.3784628459
560	0.3784190818
561	0.3783757916
562	0.3783318107
563	0.3782858358
564	0.3782421112
565	0.3781987804
566	0.3781551444
567	0.3781117269
568	0.3780419568
569	0.3779989293
570	0.3779558998
571	0.3779133038
572	0.3778708829
573	0.3778274192
574	0.3777849097
575	0.3777420122
576	0.3776988527
577	0.3776562133
578	0.3776140524
579	0.3775712829
580	0.3775287735
581	0.3774869577
582	0.3774447081
583	0.3774022844
584	0.3773605982
585	0.3773183939
586	0.377276753
587	0.3772347617
588	0.3771928173
589	0.3771510464
590	0.3771097936
591	0.3770498195
592	0.3770082199
593	0.3769406179
594	0.3768989314
595	0.376857507
596	0.3768158629
597	0.3767165389
598	0.3766746808
599	0.3766332562
600	0.3765919162
601	0.3765508383
602	0.3765095871
603	0.3764685505
604	0.3764276432
605	0.3763870852
606	0.3763463106
607	0.376305406
608	0.3762647595
609	0.3762238964
610	0.3761665241
611	0.3761260112
612	0.3760856237
613	0.3760449357
614	0.3760044191
615	0.3759639044
616	0.3759238231
617	0.3758834364
618	0.3758431818
619	0.3758027538
620	0.3757630596
621	0.3757226768
622	0.375682507
623	0.3756425538
624	0.3756026476
625	0.3755627378
626	0.3755230013
627	0.3754850868
628	0.3754454812
629	0.3754054865
630	0.3753657933
631	0.3752367472
632	0.3751971876
633	0.3751574068
634	0.375118192
635	0.3750783254
636	0.3750390259
637	0.3749996793
638	0.3749604627
639	0.3749210766
640	0.3748821633
641	0.3748433377
642	0.3748041211
643	0.374739684
644	0.3747005973
645	0.3746616444
646	0.3746226462
647	0.3745836463
648	0.3745447781
649	0.3745060382
650	0.3744673877
651	0.3744283877
652	0.3743895629
653	0.3743508229
654	0.3742953983
655	0.3742568787
656	0.3742183987
657	0.3741797904
658	0.3741413555
659	0.3741026606
660	0.3740644829
661	0.3740259632
662	0.3739875283
663	0.3739493949
664	0.3739111317
665	0.3738729983
666	0.3738347367
667	0.3737967784
668	0.3737586883
669	0.373720729
670	0.3736826859
671	0.373645031
672	0.3736068542
673	0.3735689393
674	0.3734344814
675	0.3733982112
676	0.373360556
677	0.3733226409
678	0.3732846825
679	0.3732471557
680	0.373209459
681	0.3731718455
682	0.3731342337
683	0.3730966209
684	0.3730608292
685	0.3730232173
686	0.3729860389
687	0.372948687
688	0.3729112485
689	0.3728738968
690	0.372836544
691	0.3727994089
692	0.3727621004
693	0.3727248353
694	0.3726631255
695	0.3726261185
696	0.3725890265
697	0.3725518498
698	0.3725147146
699	0.3724776641
700	0.3724407457
701	0.372403957
702	0.3723669508
703	0.3723300756
704	0.3722931588
705	0.3722564948
706	0.3722194913
707	0.3721845643
708	0.372148079
709	0.3721112488
710	0.3720748483
711	0.3720378871
712	0.3720014451
713	0.3719650898
714	0.3719116579
715	0.371875129
716	0.3718385154
717	0.3718021147
718	0.3717656744
719	0.3717290609
720	0.371692616
721	0.3716560891
722	0.3716198637
723	0.3715835949
724	0.3715474977
725	0.3715111855
726	0.3714750485
727	0.3714386478
728	0.3714028133
729	0.3713665464
730	0.3713305791
731	0.3712944855
732	0.3712585616
733	0.3712225114
734	0.3711866307
735	0.3711506238
736	0.3711147017
737	0.3710787334
738	0.3710431598
739	0.3710072377
740	0.3709714908
741	0.3709356987
742	0.3708997765
743	0.3708640287
744	0.3708285381
745	0.3707928346
746	0.3707573874
747	0.3707218534
748	0.3706861497
749	0.370650791
750	0.3706154303
751	0.3705798133
752	0.3705442369
753	0.3705088367
754	0.3704736078
755	0.370437989
756	0.3704028902
757	0.3703673147
758	0.3703321293
759	0.3702969456
760	0.3702616717
761	0.3702265719
762	0.3701915144
763	0.3701564607
764	0.3701212771
765	0.3700688415
766	0.3700336578
767	0.3699986022
768	0.3698692607
769	0.3698343322
770	0.3697755256
771	0.369740385
772	0.369705329
773	0.3696702722
774	0.3696353915
775	0.3696004674
776	0.3695657601
777	0.3695305743
778	0.3694957803
779	0.3694609835
780	0.3694262292
781	0.3693916519
782	0.3693566846
783	0.3693223222
784	0.3692876544
785	0.3692530771
786	0.3692184997
787	0.3691840062
788	0.3691495157
789	0.3691151079
790	0.369080574
791	0.3690296548
792	0.3689561775
793	0.3689217281
794	0.3688874115
795	0.3688528322
796	0.3688184261
797	0.3687841538
798	0.3687497912
799	0.3687158601
800	0.3686816273
801	0.3686473946
802	0.3686131223
803	0.3685791035
804	0.3685449592
805	0.3685109432
806	0.3684771004
807	0.3684432576
808	0.3684091586
809	0.3683752726
810	0.3683413855
811	0.3683074166
812	0.3682736605
813	0.3682398632
814	0.3682058923
815	0.3681721364
816	0.3681384681
817	0.3681046707
818	0.3680708281
819	0.3680369855
820	0.3680034048
821	0.367952534
822	0.3679189071
823	0.3678851097
824	0.3678516138
825	0.3678180745
826	0.36778514
827	0.3677516477
828	0.3677184531
829	0.3676847856
830	0.3676514629
831	0.3676178831
832	0.3675846451
833	0.3675511924
834	0.3675179149
835	0.3674844622
836	0.3674511848
837	0.367417604
838	0.3673845413
839	0.3673513467
840	0.3673179834
841	0.3672850507
842	0.3672517712
843	0.3672185804
844	0.3671475714
845	0.3671144219
846	0.3670812291
847	0.367048169
848	0.3670150196
849	0.3669818287
850	0.3669487658
851	0.3669156182
852	0.3668827721
853	0.3668506204
854	0.3668176017
855	0.3667845814
856	0.3667516504
857	0.3667186328
858	0.36668596
859	0.3666531572
860	0.3666202715
861	0.3665871644
862	0.3665543636
863	0.3665215609
864	0.3664888486
865	0.366456174
866	0.3664234164
867	0.3663909603
868	0.3663581999
869	0.3663254877
870	0.366292945
871	0.3662605754
872	0.3662278593
873	0.3661951884
874	0.3661626891
875	0.3661302773
876	0.3660978645
877	0.3660651937
878	0.3660328242
879	0.3660008035
880	0.3659685206
881	0.3659359779
882	0.3659036537
883	0.3658712401
884	0.3658390006
885	0.3658064183
886	0.3657740922
887	0.3657419414
888	0.3656730993
889	0.3656407289
890	0.3656084498
891	0.3655762538
892	0.3655438429
893	0.3655118201
894	0.3654632883
895	0.3654310084
896	0.3653992021
897	0.3653670511
898	0.3653349851
899	0.3653025741
900	0.3652705514
901	0.3651040598
902	0.3650720804
903	0.3650400162
904	0.3650079935
905	0.364976144
906	0.3649440798
907	0.3649122304
908	0.3647247127
909	0.3646936004
910	0.3646616231
911	0.3646296441
912	0.3645976669
913	0.3645660343
914	0.3645343595
915	0.3645024651
916	0.3644553177
917	0.3644233403
918	0.3643916663
919	0.3643597305
920	0.3643280113
921	0.3642960339
922	0.3642642713
923	0.3642326379
924	0.3642010071
925	0.3641692012
926	0.3641375254
927	0.3641060247
928	0.364074264
929	0.3640426324
930	0.3640110432
931	0.3639800193
932	0.3639484734
933	0.3639170988
934	0.363886333
935	0.3638549169
936	0.3638233729
937	0.3637921755
938	0.3637608441
939	0.3637294704
940	0.3636978849
941	0.363666469
942	0.3636353562
943	0.3636038969
944	0.3635727447
945	0.3635415021
946	0.3635102585
947	0.3634789961
948	0.3634476471
949	0.3634164064
950	0.3633853588
951	0.3633542246
952	0.3633230716
953	0.3632917856
954	0.3632606495
955	0.3632293852
956	0.3631984476
957	0.3631673133
958	0.3631362892
959	0.3631052868
960	0.3630742383
961	0.3630439923
962	0.3630130507
963	0.362965234
964	0.3629352478
965	0.36290446
966	0.3628731974
967	0.3628422796
968	0.3628115585
969	0.3627805757
970	0.3627496833
971	0.3627187863
972	0.3626880004
973	0.3626569743
974	0.3626265112
975	0.3625955087
976	0.3625650241
977	0.3625346043
978	0.362468599
979	0.3624380719
980	0.3624072188
981	0.3623766711
982	0.3623458417
983	0.3623151659
984	0.3622845532
985	0.3622537001
986	0.3622231949
987	0.3621925586
988	0.3621622235
989	0.3621316324
990	0.3621013878
991	0.3620710113
992	0.3620403768
993	0.3620098507
994	0.3619793238
995	0.3619492509
996	0.3619196801
997	0.3618894101
998	0.3618590141
999	0.3618285333
